0.00000	0.00000	0.00000	-0.000001	-0.000000	0.000000
0.20000	0.00000	0.00000	-0.000000	-0.001070	-0.000000
0.40000	0.00000	0.00000	-0.000001	-0.002142	-0.000000
0.60000	0.00000	0.00000	-0.000000	-0.003219	-0.000000
0.80000	0.00000	0.00000	-0.000001	-0.004300	-0.000000
1.00000	0.00000	0.00000	-0.000001	-0.005391	-0.000000
1.20000	0.00000	0.00000	-0.000001	-0.006490	-0.000001
1.40000	0.00000	0.00000	-0.000001	-0.007602	-0.000001
1.60000	0.00000	0.00000	-0.000001	-0.008725	-0.000001
1.80000	0.00000	0.00000	-0.000001	-0.009866	-0.000001
2.00000	0.00000	0.00000	-0.000001	-0.011021	-0.000001
2.20000	0.00000	0.00000	-0.000001	-0.012197	-0.000001
2.40000	0.00000	0.00000	-0.000001	-0.013389	-0.000001
2.60000	0.00000	0.00000	-0.000001	-0.014604	-0.000001
2.80000	0.00000	0.00000	-0.000001	-0.015838	-0.000001
3.00000	0.00000	0.00000	-0.000001	-0.017097	-0.000002
3.20000	0.00000	0.00000	-0.000001	-0.018377	-0.000002
3.40000	0.00000	0.00000	-0.000001	-0.019682	-0.000002
3.60000	0.00000	0.00000	-0.000001	-0.021008	-0.000002
3.80000	0.00000	0.00000	-0.000001	-0.022361	-0.000002
4.00000	0.00000	0.00000	-0.000001	-0.023733	-0.000003
4.20000	0.00000	0.00000	-0.000001	-0.025131	-0.000003
4.40000	0.00000	0.00000	-0.000001	-0.026548	-0.000003
4.60000	0.00000	0.00000	-0.000001	-0.027988	-0.000003
4.80000	0.00000	0.00000	-0.000001	-0.029445	-0.000004
5.00000	0.00000	0.00000	-0.000001	-0.030923	-0.000004
0.00000	0.20000	0.00000	-0.001070	-0.000000	-0.000000
0.20000	0.20000	0.00000	-0.001072	-0.001071	0.000000
0.40000	0.20000	0.00000	-0.001075	-0.002145	-0.000000
0.60000	0.20000	0.00000	-0.001079	-0.003222	0.000000
0.80000	0.20000	0.00000	-0.001086	-0.004306	0.000000
1.00000	0.20000	0.00000	-0.001095	-0.005397	0.000000
1.20000	0.20000	0.00000	-0.001106	-0.006499	0.000000
1.40000	0.20000	0.00000	-0.001118	-0.007611	0.000000
1.60000	0.20000	0.00000	-0.001133	-0.008738	0.000000
1.80000	0.20000	0.00000	-0.001148	-0.009879	0.000001
2.00000	0.20000	0.00000	-0.001166	-0.011038	0.000001
2.20000	0.20000	0.00000	-0.001184	-0.012214	0.000001
2.40000	0.20000	0.00000	-0.001205	-0.013410	0.000001
2.60000	0.20000	0.00000	-0.001225	-0.014627	0.000001
2.80000	0.20000	0.00000	-0.001248	-0.015866	0.000002
3.00000	0.20000	0.00000	-0.001270	-0.017127	0.000002
3.20000	0.20000	0.00000	-0.001294	-0.018413	0.000002
3.40000	0.20000	0.00000	-0.001317	-0.019720	0.000003
3.60000	0.20000	0.00000	-0.001341	-0.021054	0.000003
3.80000	0.20000	0.00000	-0.001365	-0.022411	-0.000002
