0.00000	0.00000	0.00000	-0.000000	-0.000000	0.000000
0.50000	0.00000	0.00000	-0.000000	-0.002205	0.000000
1.00000	0.00000	0.00000	-0.000000	-0.004436	-0.000000
1.50000	0.00000	0.00000	-0.000001	-0.006717	-0.000000
2.00000	0.00000	0.00000	-0.000001	-0.009070	-0.000000
2.50000	0.00000	0.00000	-0.000000	-0.011518	-0.000000
3.00000	0.00000	0.00000	-0.000000	-0.014071	-0.000000
3.50000	0.00000	0.00000	-0.000001	-0.016741	-0.000000
4.00000	0.00000	0.00000	-0.000001	-0.019527	-0.000000
4.50000	0.00000	0.00000	-0.000001	-0.022426	-0.000000
5.00000	0.00000	0.00000	-0.000001	-0.025418	-0.000001
5.50000	0.00000	0.00000	-0.000001	-0.028481	-0.000001
6.00000	0.00000	0.00000	-0.000000	-0.031586	-0.000001
6.50000	0.00000	0.00000	-0.000001	-0.034697	-0.000001
7.00000	0.00000	0.00000	-0.000001	-0.037769	-0.000001
7.50000	0.00000	0.00000	-0.000001	-0.040766	-0.000001
8.00000	0.00000	0.00000	-0.000000	-0.043679	-0.000001
8.50000	0.00000	0.00000	0.000000	-0.046514	-0.000001
9.00000	0.00000	0.00000	-0.000002	-0.049205	-0.000002
9.50000	0.00000	0.00000	-0.000001	-0.051391	-0.000001
10.00000	0.00000	0.00000	0.000004	-0.052167	-0.000001
10.50000	0.00000	0.00000	0.000014	-0.050029	0.000000
11.00000	0.00000	0.00000	-0.000007	-0.043642	-0.000002
11.50000	0.00000	0.00000	0.000003	-0.033863	-0.000001
12.00000	0.00000	0.00000	-0.000000	-0.023917	-0.000000
12.50000	0.00000	0.00000	-0.000006	-0.016057	0.000000
0.00000	0.50000	0.00000	-0.002205	-0.000000	0.000000
0.50000	0.50000	0.00000	-0.002219	-0.002219	-0.000000
1.00000	0.50000	0.00000	-0.002258	-0.004465	0.000000
1.50000	0.50000	0.00000	-0.002322	-0.006765	0.000000
2.00000	0.50000	0.00000	-0.002407	-0.009143	0.000001
2.50000	0.50000	0.00000	-0.002510	-0.011621	0.000002
3.00000	0.50000	0.00000	-0.002628	-0.014220	-0.000001
3.50000	0.50000	0.00000	-0.002751	-0.016946	-0.000000
4.00000	0.50000	0.00000	-0.002871	-0.019803	0.000001
4.50000	0.50000	0.00000	-0.002979	-0.022784	0.000003
5.00000	0.50000	0.00000	-0.003069	-0.025878	0.000004
5.50000	0.50000	0.00000	-0.003132	-0.029059	-0.000001
6.00000	0.50000	0.00000	-0.003160	-0.032293	0.000001
6.50000	0.50000	0.00000	-0.003148	-0.035543	0.000000
7.00000	0.50000	0.00000	-0.003089	-0.038759	0.000002
7.50000	0.50000	0.00000	-0.002997	-0.041890	0.000003
8.00000	0.50000	0.00000	-0.002918	-0.044921	0.000004
8.50000	0.50000	0.00000	-0.002862	-0.047912	0.000002
9.00000	0.50000	0.00000	-0.002681	-0.050893	0.000002
9.50000	0.50000	0.00000	-0.001958	-0.053667	0.000003
10.00000	0.50000	0.00000	0.000061	-0.055373	0.000004
10.50000	0.50000	0.00000	0.003977	-0.054110	0.000003
11.00000	0.50000	0.00000	0.009075	-0.047266	0.000004
11.50000	0.50000	0.00000	0.011267	-0.035009	0.000004
12.00000	0.50000	0.00000	0.009345	-0.023431	0.000003
12.50000	0.50000	0.00000	0.006638	-0.015320	0.000002
0.00000	1.00000	0.00000	-0.004436	-0.000000	-0.000000
0.50000	1.00000	0.00000	-0.004465	-0.002258	0.000000
1.00000	1.00000	0.00000	-0.004547	-0.004547	0.000001
1.50000	1.00000	0.00000	-0.004685	-0.006904	0.000000
2.00000	1.00000	0.00000	-0.004870	-0.009355	0.000001
2.50000	1.00000	0.00000	-0.005097	-0.011933	0.000002
3.00000	1.00000	0.00000	-0.005355	-0.014663	0.000001
3.50000	1.00000	0.00000	-0.005629	-0.017560	0.000001
4.00000	1.00000	0.00000	-0.005900	-0.020636	-0.000001
4.50000	1.00000	0.00000	-0.006148	-0.023883	0.000003
5.00000	1.00000	0.00000	-0.006357	-0.027287	0.000005
5.50000	1.00000	0.00000	-0.006508	-0.030821	0.000002
6.00000	1.00000	0.00000	-0.006586	-0.034436	0.000007
6.50000	1.00000	0.00000	-0.006576	-0.038089	0.000011
7.00000	1.00000	0.00000	-0.006450	-0.041722	0.000011
7.50000	1.00000	0.00000	-0.006211	-0.045203	0.000012
8.00000	1.00000	0.00000	-0.006021	-0.048455	0.000012
8.50000	1.00000	0.00000	-0.006034	-0.051685	0.000010
9.00000	1.00000	0.00000	-0.006055	-0.055219	0.000010
9.50000	1.00000	0.00000	-0.005409	-0.059393	0.000010
10.00000	1.00000	0.00000	-0.002054	-0.064080	0.000010
10.50000	1.00000	0.00000	0.006006	-0.066416	0.000011
11.00000	1.00000	0.00000	0.022088	-0.061130	0.000011
11.50000	1.00000	0.00000	0.028343	-0.036205	0.000005
12.00000	1.00000	0.00000	0.019669	-0.020454	0.000001
12.50000	1.00000	0.00000	0.012894	-0.012778	0.000000
0.00000	1.50000	0.00000	-0.006717	-0.000001	-0.000000
0.50000	1.50000	0.00000	-0.006765	-0.002322	0.000000
1.00000	1.50000	0.00000	-0.006904	-0.004685	0.000000
1.50000	1.50000	0.00000	-0.007132	-0.007132	0.000002
2.00000	1.50000	0.00000	-0.007448	-0.009710	0.000001
2.50000	1.50000	0.00000	-0.007836	-0.012455	0.000003
3.00000	1.50000	0.00000	-0.008288	-0.015416	0.000001
3.50000	1.50000	0.00000	-0.008771	-0.018614	0.000005
4.00000	1.50000	0.00000	-0.009263	-0.022082	0.000003
